,first_keyword,second_keyword,associative_word
540,くれ,かげくれる,さみだれのころ
541,くれ,くれごとのそら,ほととぎす
542,くれ,くれゆくかた,かえる
543,くれ,くれる,かえるふなびと
544,くれ,はるのくれ,かすむいりあいのかね
545,くれ,はるのくれがた,ふじさく
546,くれ,ひがくれる,ふるゆき-いりあいのかね-ふくかぜ
547,くれ,ほたるとうくれ,つきはまだ
548,くれない,くれないのうめ,うぐいす
549,くれない,そでのくれない,たつたがわ
550,けむり,うすけむり,まつのひともと
551,けむり,おもいのけむり,あきのくれ
552,けむり,きえるけむり,もしおくむ
553,けむり,けむりひとすじ,だれかがうえたまつのこる
554,こいしい,みやこがこいしい,なくほととぎす
555,こえ,あきかぜのこえ,かげさびしい-みにしみる
556,こえ,あまひこのこえ,ほととぎす
557,こえ,うぐいすのこえ,たにのとはあけてもおそいひのひかり-あさぼらけ-かすむあさまだき-うちかすむ-えだにうめさく-かすみつつ-かすむの-かすむ-そことなくかすむ-みずたえだえ-はるのこる-ほととぎす-ゆききえる-よわのつき-はるのの
558,こえ,おじかなくこえ,ねざめればつき
559,こえ,かえりにこまいわうこえ,みやこびと
560,こえ,かえるかりのこえ,あわれをいう
561,こえ,かりのこえ,かすみこめる
562,こえ,かりのこえごえ,うつろう
563,こえ,かりのひとこえ,あきふける
564,こえ,こえする,かこいすてる
565,こえ,こえのさむさ,あきのかぜ
566,こえ,さおじかのこえ,いかばかり-つきのさよふける-つゆおちる-なる-のがとおい-むらすすき
567,こえ,さるさけぶこえ,あきさむい
568,こえ,すずむしのこえ,ふりはえる
569,こえ,たけをうつこえ,よがふける
570,こえ,ちどりなくこえ,おもいかねる
571,こえ,とりのこえ,あめのなごり
572,こえ,とりのこえごえ,くれる-つきおちる-のがとおい
573,こえ,とりのなくこえ,せきのと
574,こえ,とりのひとこえ,あける-ほととぎす
575,こえ,なみだあらそうこえ,かりなく
576,こえ,はつかりのこえ,あまおぶね
577,こえ,ひぐらしのこえ,やまのかげ-ゆうづくよ
578,こえ,ほととぎすのひとこえ,はるのうぐいす
579,こえ,まつかぜのこえ,つきをみる-はなちる
580,こえ,まつむしのこえ,あらしのやま-つきのよ-なる-むらすすき
581,こえ,むしのこえ,あきふける-つゆがみだれる-ひとむらすすき
582,こえ,むしのこえごえ,こはぎはら-ふくかぜ
583,こえる,こえるおうさかのせき,こがくれる
584,こえる,こえるおうさかのやま,みやこのはるがすみ
585,こえる,としこえる,かすむあけぼの
586,こえる,みずこえる,なみのうきはし
587,こえる,みねこえる,はるのかりがね
588,こおり,こおりそめる,しもふる
589,こおり,そでのこおり,しらない
590,こがらし,こがらしのかぜ,ふえのね-やまのあきくれる
591,こころ,おなじこころ,よしや
592,こころ,おろかなこころ,おもいそめる
593,こころ,こころあらそううた,うぐいすのこえごえ
594,こころ,こころうかれる,かえる
595,こころ,こころうらめしい,つれなくみる
596,こころ,こころがまどのうち,ともしびのかげ
597,こころ,こころづくし,なみのおと
598,こころ,こころである,しらない
599,こころ,こころではない,ながらえる
600,こころ,こころながくまて,つなひくわたしぶね
601,こころ,こころにて,かすみあさつゆ
602,こころ,こころをつくすあめのよる,みがおいたほととぎす
603,こころ,ひとのこころ,なみだおちる-はかない
604,こころ,ひとのこころがかわる,うみやま
605,こころ,ひとのこころのかわるよのなか,あきのくれ-あきがくる-あわれ-いろみえる-ういみのとき-おとろえる-そでぬれる-たび-ちぎり-つきをみる-とりどり-はかないはねをならべるとりべやま-はなさく-はなもない-はねをならべるとりべやま-ひとつ-ほととぎす-みをしらない-みをしる-わがうえ
606,こころ,ひとのこころのよのなか,はなをうらむ
607,こし,こしのしらゆき,かえるかりがね
608,こずえ,こずえのあき,しかのこえ
609,こずえ,はなのこずえにあらわれる,ふるでらのみち
610,こちょう,こちょうという,つゆのくさむら
611,こちょう,こちょうのたとえ,ももとせ
612,こと,あきないことのね,まつかぜのつき
613,ことのは,おもうひとのことのは,われのみひとりそでをぬらす
614,ことのは,かわすことのは,ほととぎす
615,ことのは,きみのことのは,いつわり
616,ことのは,ことのはがない,かすむたまつしま
617,ことのは,のりのことのは,こまとめる
618,ことのは,やまとことのは,もろこし
619,こぼれる,こぼれるたけのはのつゆ,かたしきのまくら
620,こぼれる,つゆのつきがこぼれる,むしのねによがふける
621,こま,かえりにこまいわうこえ,みやこびと
622,こめる,かすみこめる,おぼつかない-よぶこどり
623,こもる,ふゆこもるころ,うめがはるまつ
624,ころ,いろかわるころ,はなさく
625,ころ,さくらさくころ,かすむ
626,ころ,さみだれのころ,たにうえやらない-ほととぎす-ねざめのほととぎす
627,ころ,しのにふるころ,ころもがひがたい
628,ころ,ふゆこもるころ,うめがはるまつ
629,ころ,ものおもうころ,いかなる-だれがうい
630,ころも,すみのころもで,かたみ
631,ころも,たびのころもで,さともない
632,ごと,きょうごと,いりあいのかね
633,ごと,はなのはるごと,うぐいすのこえ
634,ごと,ものごと,はるあきのそら
635,さえずる,とりがさえずる,かえしおく
636,さえる,つきさえる,ちどりなくこえ
637,さかずき,よるくむさかずき,つきのもと
638,さく,うめさく,うぐいすのこえ
639,さく,さくはるのはな,さくらとやどのうめのえだ
640,さく,さくらさく,はるさめのそら
641,さく,さくらさくころ,かすむ
642,さく,はなさく,うすがすみ-うぐいすがなく-まつにふじのたそがれ
643,さくら,さくらさく,はるさめのそら
644,さくら,さくらさくころ,かすむ
645,さくら,さくらちるかげ,はるながら
646,さくら,さくらのうえ,かねなる
647,さくら,さくらのかつらぎのやま,あさがすみたつ
648,さけぶ,さるさけぶこえ,あきさむい
649,さそう,さそう,こころうかれる-みちのかたがた
650,さと,かえるさとびと,かた
651,さと,かわつらのさと,はるか
652,さと,さとのはるかさ,おだのはら
653,さと,さとのひとむら,くさまくら
654,さと,さとはなれたみち,かさなる
655,さと,たがさと,ありあけがた
656,さと,やまもとのさと,かけはし
657,さびしい,なおさびしい,やまのおく
658,さびしい,なごりさびしい,ふゆごもり
659,さびしい,ものさびしい,こえがきこえる
660,さみだれ,さみだれ,なくほととぎす-くもになくほととぎす-やまほととぎす
661,さみだれ,さみだれのあと,のきばかたむく
662,さみだれ,さみだれのうち,ほととぎす
663,さみだれ,さみだれのころ,たにうえやらない-ほととぎす-ねざめのほととぎす
664,さみだれ,さみだれのつゆ,ほととぎす
665,さむい,あきさむい,うつあさごろも
666,さむい,さむいひ,たびのころもで
667,さむい,ややさむいそで,あきのしも
668,さめる,ゆめさめる,やまかぜがふく
669,さやか,さやか,あきかぜのそら-はるがみえる
670,さやか,さやかなほし,ももしきのにわ
671,さやか,つきがさやか,きりはれる
672,さやか,つきもさやか,あかつきがた
673,さよのなかやま,つきのさよのなかやま,あきふける
674,さる,さるさけぶこえ,あきさむい
675,さわ,あきのさわみず,しぎなく
676,さわ,さわみずのおと,ふねくだすふしみ
677,しが,しがのうらぶね,かみまつり
678,しぎ,ういしぎのはねがき,はかない
679,しぎ,しぎのはねおと,あきのしも
680,しぎ,しぎのはねがき,ひとついお
681,しぐれ,あきしぐれ,いろづく
682,しぐれ,あきにしぐれる,かぜにつゆがこぼれる
683,しぐれ,しぐれる,おもうふるさと
684,しぐれ,つゆしぐれのくさ,わたるかりがね
685,しぐれ,ひとしぐれ,このはちるおと
686,しぐれ,ゆうしぐれ,くものむらむら
687,しず,しずのおだまき,いにしえ
688,しずか,あさけしずか,たますだれ
689,しずか,しずか,ういてねるかもめ-みずのすずしさ-あかつきふかい-あけはなれる
690,した,いくえとよらのたけのしたみち,またつきあるゆきのはれる
691,した,きりのしたみち,おとがする
692,した,くさはのこらないゆきのしたおれ,のわきするにわにつき
693,した,このしたつゆ,ゆうべ
694,した,はぎのしたつゆ,うすぎりのまがき
695,した,もりのしたくさ,はなれごま
696,した,やまのしたかげ,そよぐあきかぜ
697,した,やまのしたみち,ほととぎす-さおじかのこえ-しかなく
698,したがう,くににしたがう,やまとことのは
699,しな,うたのしなじな,はなのこのもと
700,しの,しのにふるころ,ころもがひがたい
701,しののめ,よはしののめ,わかれる
702,しのぶ,しのぶぐさ,ふるきのきば
703,しば,しばのいお,いにしえのゆめ-はなのちるころ
704,しば,しばのとのうち,おもう
705,しば,なれるしばびと,からすとぶ
706,しぼむ,しぼむあさがお,ひともみる
707,しみる,かぜがみにしみる,あきのそら
708,しみる,みにしみる,そでにかける-つきさやか
709,しめる,とこをしめる,しずか
710,しも,きりにしも,つきはいでてもくらい
711,しも,しもすさまじいやま,まつあらわれる
712,しも,しものかたしき,つきをみる
713,しも,つきにしも,ちかいかりがね
714,しも,ながつきのしも,ありあけ
715,しらかわのせき,しらかわのせき,みちのおく
716,しる,あわれしる,いにしえのあと
717,しる,しる,なくほととぎす
718,すえ,おやまだのすえ,しもがれ
719,すえ,たけのすえずえ,かすか
720,すえ,ながれのすえ,たのものはら
721,すえ,みずのすえみえる,くれるはしのひとすじ
722,すえ,みちのすえ,たちやすらう
723,すぎ,すぎのむらだち,すえにちるはな
724,すぎる,すぎるむらさめ,ほととぎす
725,すぎる,はるすぎる,ひがながい
726,すぎる,ほととぎすまくらのいずちすぎる,しずかなあめ
727,すぎる,むらさめすぎる,ほととぎす
728,すごい,すごいあきかぜ,ののひとつまつ
729,すさまじい,かぜがすさまじい,きりぎりす
730,すさまじい,しもすさまじいやま,まつあらわれる
731,すさまじい,すさまじいそら,たびごろも
732,すじ,けむりひとすじ,だれかがうえたまつのこる
733,すじ,ひとすじ,けむりふきやるかぜ
734,すじ,みずのひとすじ,たき
735,すじ,みちのひとすじ,はなれごま-ゆきつれる
736,すすき,かれはなすすき,よわるむしのね
737,すすき,はなすすき,まつむしのこえ
738,すすき,ふとむらすすき,しもまようやまだ
739,すずしい,すずしい,ほたるとびかう
740,すずむし,すずむしのこえ,ふりはえる
741,すだれ,すだれをまけばゆき,よもすがら
742,すだれ,たますだれ,しずかなともしびのかげ
743,すだれ,たますだれあける,つきのさむしろ
744,すてる,すてるよのなか,わびぬればおもう
745,すま,すまのうら,なみここもと-つまとうちどりしばなく
746,すま,すまのうらなみ,もしおやくけむり-あわじがた
747,すま,すまびと,わかぎのさくら
748,すま,なおすまのうら,ともちどり
749,すみ,すみぞめのそで,あめのくれ-しばのいお-なみだ
750,すみ,すみのころもで,かたみ
751,すみだがわ,すみだがわ,こえるいせき
752,すみよし,すみよし,ことのはのみち
753,すみよし,すみよしのうら,あわじしま
754,すみよし,すみよしのまつ,かきのやはたやま
755,すみよし,すみよしのまつとたのむ,あだなみがそでぬらす
756,すむ,つきかげすむ,つゆさむいそで
757,すむ,つきすむ,あきかぜがふく-あまつかりがね-ころもうつこえ
758,すむ,みずはすむ,あけがた
759,せみ,せみのもろごえ,からごろも
760,そう,そうはおもかげ,はなのあと
761,そこ,かすみのそこ,かわずなく
762,そで,おちかたびとのそで,おくる
763,そで,かたしきのそで,よわのつき
764,そで,きぬぎぬのそで,しののめ
765,そで,すみぞめのそで,あめのくれ-しばのいお-なみだ
766,そで,そでがつゆっぽい,うい-ものおもい-ものおもう
767,そで,そでぬれる,くさのはら-あかつき
768,そで,そでのいろいろ,つきにかえる
769,そで,そでのうつりが,あやめぐさ-おもかげ-かたみ-たちばな
770,そで,そでのうめのか,うぐいす
771,そで,そでのくれない,たつたがわ
772,そで,そでのこおり,しらない
773,そで,そでふきおくるかぜ,たまぼこ
774,そで,そでをぬらす,たちわかれ-くさのかりいお
775,そで,なみだがわがそでのうえ,おもう
776,そで,まいのそで,おばしまのおく
777,そで,ややさむいそで,あきのしも
778,その,そののあさがお,ひかりさえへだたる
779,そのまま,そのまま,ただおもかげは
780,そば,そばのかけはし,しもはただ
781,そら,あかつきのそら,くさまくら
782,そら,あきのそら,つきのゆうぐれ
783,そら,あけがたのそら,つきはなお
784,そら,あけぼののそら,わかれをいそぐ-きえない-かねなる
785,そら,あめのこるそら,ほととぎす
786,そら,ありあけのそら,あきのかぜ-くさまくら
787,そら,いねがてのそら,つきをまくらに
788,そら,くれごとのそら,ほととぎす
789,そら,すさまじいそら,たびごろも
790,そら,たなびくよこぐものそら,つきのこる
791,そら,たびのそら,くさのまくら
792,そら,つきにありあけのそら,よをこめる
793,そら,ながあめのそら,ほととぎす
794,そら,ふかいよるのそら,ありあけ
795,そら,ほたるとぶそら,あきがくる
796,そら,むらさめのそら,やまのは-ほととぎす
797,そら,ゆうぐれのそら,なる-ほととぎす-やまざと-わがこころ
798,そら,ゆくすえのそら,かえるさ-うえおく
799,そら,よこぐものそら,はるのよ
800,た,うえるた,はれたさみだれのそら
801,た,うちかえすた,かわずなく
802,たえだえ,みずのたえだえ,あさごおり
803,たえだえ,みちたえだえ,ゆきふる
804,たえま,くものたえま,みねのあらし
805,たえる,おもいたえる,つれない
806,たかい,みねたかい,さおじかのこえ
807,たき,たきのいわなみ,おとわがわ
808,たく,あしびたくかげ,とぶほたる
809,たけ,いくえとよらのたけのしたみち,またつきあるゆきのはれる
810,たけ,くれたけ,ゆきのしたいお-とりのこえごえ
811,たけ,こぼれるたけのはのつゆ,かたしきのまくら
812,たけ,たけうちなびく,とぶほたる
813,たけ,たけのすえずえ,かすか
814,たけ,たけのひとむら,かたおかのべ-やまもと
815,たけ,たけをうつこえ,よがふける
816,たけ,なびきあうたけ,つづく
817,たける,としたける,ゆめもうつつも
818,たそがれ,ふじのたそがれ,はるのほととぎす
819,たちばな,かぜににおうたちばな,たますだれ
820,たちばな,におうたちばな,こすのと-あさつゆ
821,たちばな,のきのたちばな,ほととぎす
822,たつ,すずしさにあきたつ,ひぐらしのこえ
823,たつ,たつひのなつごろも,やまほととぎす
824,たつ,はるたつ,ひかりのどか
825,たつ,むらさめがたつ,つゆにうつろう
826,たどる,かすみにたどるみち,よぶこどり
827,たなばた,たなばた,ありあけのそら
828,たなびく,たなびくよこぐものそら,つきのこる
829,たに,たにのいお,すむみねのふるでら
830,たのしむ,たのしむ,さとのとみくさ
831,たのむ,すみよしのまつとたのむ,あだなみがそでぬらす
832,たのむ,なにたのむ,あさがおのはな
833,たのむ,みをたのむな,いのち
834,たび,いづるたびびと,かりまくら
835,たび,たびごろも,のははるか
836,たび,たびにある,くさまくら
837,たび,たびのかなしさ,ほととぎす
838,たび,たびのころもで,さともない
839,たび,たびのそら,くさのまくら
840,たび,たびはうい,そでがつゆっぽい
841,たび,たびはかなしい,くさまくら-かりまくら
842,たび,つきのたびのみち,のちのよのあき
843,たび,わかれるたびはかなしい,あうひと
844,たましまがわ,たましまがわ,みずのさびあゆ
845,たまずさ,かりのたまずさ,へだつふるさと
846,たまぼこ,たまぼこ,そでのいろいろ
847,だれ,だれかえる,ひともなし
848,だれ,だれなのか,こころであればなあ
849,だれ,だれにわすれる,つらい
850,だれ,だれをとおうか,くさのはら
851,だれ,だれをまつ,ゆうべ-よぶこどり
852,だれ,だれをまつむしのなく,とうひともあらしのやまのあきのくれ
853,ちかい,ちかいかわおと,すずしさ
854,ちかい,ちかいやまざと,おもいやる
855,ちかい,のべちかいうぐいす,ゆきのたけのすえずえ
856,ちかい,やまちかい,はなまちどおい
857,ちぎり,ただありなしのちぎり,うちのかたち
858,ちぎり,ちぎり,ひとのおもかげ-ゆめのおもかげ
859,ちぎり,ゆうがおのちぎり,たそがれどき
860,ちどり,ちどりなく,うちしぐれる-かえる
861,ちどり,ちどりなくこえ,おもいかねる
862,ちどり,むらちどり,まさごじのすえ
863,ちょう,ちょうのあわれさ,うちかわす
864,ちる,かぜにはなちる,はるのゆめ
865,ちる,さくらちるかげ,はるながら
866,ちる,ちるのがおしい,うずらなく
867,ちる,ちるはな,うぐいすのこえ-うぐいすがなく
868,ちる,はなちる,のこりおおい-はるのくれがた-はるのさびしさ
869,つき,あかつきづき,しぐれ
870,つき,あきのつき,そでがつゆっぽい
871,つき,あきのよのつき,みにしみる-のわきする
872,つき,あけやすいつき,あうきぬぎぬはうい
873,つき,ありあけのつき,ういものはない-かえるかりがね-かりのこえ-ほととぎす-むさしのとくさまくら-あかつき-あきのくも-あきふける-かぜさえる-やまこえる
874,つき,いにしえのつき,ういあき
875,つき,おぼろにのこるありあけのつき,たななしおぶねのおと
876,つき,おもうこととつき,あきのあまのはしだて
877,つき,かりねのつきかげ,はなうちかおる
878,つき,たまくらのつき,ゆめさめる
879,つき,つきいでやる,いなずまのかげ
880,つき,つきいでる,あきのむらさめ-かぜわたる-まさごじのすえ-よがながい
881,つき,つきおちる,あきのはつしも
882,つき,つきかげすむ,つゆさむいそで
883,つき,つきがかすむ,のこる
884,つき,つきがかすむよる,くもいをかえるかりがね
885,つき,つきがかたむく,ふるさとにあきのかぜ-あきのよ
886,つき,つきがこおる,むしのね-よがふける
887,つき,つきがさやか,きりはれる
888,つき,つきがほのめく,あきかぜ
889,つき,つきさえる,ちどりなくこえ
890,つき,つきさしいでる,あきかぜ
891,つき,つきすむ,あきかぜがふく-あまつかりがね-ころもうつこえ
892,つき,つきにありあけのそら,よをこめる
893,つき,つきにしも,ちかいかりがね
894,つき,つきのあかしがた,おかべのあき
895,つき,つきのいりがた,あきのそら
896,つき,つきのかわかみ,かねのおと
897,つき,つきのさびしさ,うつる-あきのそら
898,つき,つきのさやけさ,あきのかぜ-ひややか-ふけふける-あきふける-なきそめる
899,つき,つきのさよのなかやま,あきふける
900,つき,つきのたびのみち,のちのよのあき
901,つき,つきのむらくも,よるにかりなく
902,つき,つきのもと,ころもでのつゆ
903,つき,つきのゆくすえ,しぐれる
904,つき,つきはありあけ,ほととぎす
905,つき,つきふける,そでのつゆけさ
906,つき,つきまつ,かわるよのなか
907,つき,つきもさやか,あかつきがた
908,つき,つきよなよな,さむしろのつゆ
909,つき,つきをみる,あきかぜがふく
910,つき,つゆのつきがこぼれる,むしのねによがふける
911,つき,なつのよのつき,ほととぎす
912,つき,ねやのつきかげ,きりぎりす
913,つき,はるのよのつき,こえごえ
914,つき,ふるさとのつき,くさまくら-なくむし
915,つき,みじかよのつき,ほととぎす
916,つき,みやこのつきにかえる,くさまくら
917,つき,やまのはのつき,あきかぜ-あきふける
918,つき,よわのつき,あきかぜのそら-かねかすか-そでのあきかぜ-おじかなくやま
919,つくす,こころをつくすあめのよる,みがおいたほととぎす
920,つじ,みちのつじうら,まちわびる
921,つたう,つたう,そばのかけはし
922,つたう,はまつたう,かえるつりぶね
923,つな,ふねのつなでなわ,しおがまのうら
924,つばさ,とぶかりのつばさ,あけわたるそら
925,つゆ,あさじうのつゆ,たえない
926,つゆ,くさのつゆ,むしのなくこえ
927,つゆ,くさばのつゆ,あだしの
928,つゆ,このしたつゆ,ゆうべ
929,つゆ,こぼれるたけのはのつゆ,かたしきのまくら
930,つゆ,さみだれのつゆ,ほととぎす
931,つゆ,しらつゆ,おもかげばかり
932,つゆ,そでがつゆっぽい,うい-ものおもい-ものおもう
933,つゆ,つゆがみだれる,あさぎり
934,つゆ,つゆしぐれのくさ,わたるかりがね
935,つゆ,つゆにみだれる,とぶほたる
936,つゆ,つゆのあけぼの,くさまくら
937,つゆ,つゆのおときくにわ,たまだれのきり
938,つゆ,つゆのすずしさ,ゆうだち
939,つゆ,つゆのたまくら,おみなえし
940,つゆ,つゆのつきがこぼれる,むしのねによがふける
941,つゆ,つゆのふるさと,あきかぜ
942,つゆ,つゆのふるみち,よわのつき
943,つゆ,つゆふくかぜ,むしなく
944,つゆ,つゆもなみだも,おもいぐさ
945,つゆ,はぎのしたつゆ,うすぎりのまがき
946,つゆ,ふくかぜのあきのつゆ,ひぐらしのこえ
947,つら,かわつらのさと,はるか
948,つら,はるのうみつら,のどか
949,つらい,うくつらい,はなのやまかぜ
950,つり,あまのつりぶね,あさぼらけ-なみにしぐれる-まつたてる
951,つり,おきのつりぶね,なみのうえ
952,つれない,うえはつれない,いろづく
953,つれない,つれない,なくやまほととぎす-ありあけのつき
954,でる,かれたくさがもえでる,こまいわうこえ
955,でる,つきいでる,あきのむらさめ-かぜわたる-まさごじのすえ-よがながい
956,でる,つきさしいでる,あきかぜ
957,と,くさのとのうち,まちわびる
958,と,しばのとのうち,おもう
959,とう,あとをだにとう,ゆきとはなのかげ
960,とう,ほたるとうくれ,つきはまだ
961,とう,やどをとう,おもかげ
962,とう,わすれとうくさはら,ふるさと
963,とおい,のがとおい,やすらい-いりあいのかね
964,とおい,みやこがとおい,あすかかぜ
965,とおり,ただひととおり,なる
966,とおり,ひととおり,みちのかたがた
967,とこ,とこをしめる,しずか
968,ところどころ,ところどころ,わかつ-なきいでる-かけはし
969,とし,としこえる,かすむあけぼの
970,とし,としたける,ゆめもうつつも
971,とし,としどしのはな,ふるやまざくら
972,となえる,ほとけとなえる,こもりいる
973,とにかく,とにかくに,あかしくらす
974,とぶ,とぶかりのつばさ,あけわたるそら
975,とぶ,とぶほたる,かぜのすずしさ-そでのすずしさ
976,とぶ,ほたるとぶそら,あきがくる
977,とぶ,みだれてとぶほたる,みずのすずしさ
978,ともしび,ともしびのかげ,つりぶね-あきぼたるとゆうまくら
979,ともしび,ともしびのもと,つりぶね
980,ともなう,ひぐれにともなう,うたうこえごえ
981,とり,かえるとりのね,くれわたる
982,とり,とりがさえずる,かえしおく
983,とり,とりなく,かたおかのみち
984,とり,とりのこえ,あめのなごり
985,とり,とりのこえごえ,くれる-つきおちる-のがとおい
986,とり,とりのさえずり,かすみ-たにのとのうぐいす-ひのかげ
987,とり,とりのなくこえ,せきのと
988,とり,とりのひとこえ,あける-ほととぎす
989,とり,ねぐらのはるのとりのね,しずか
990,ない,かくれがはない,みよしののおく
991,ない,ひとかげもしない,なる
992,ない,みやごともない,はながおとろえる
993,なか,すてるよのなか,わびぬればおもう
994,なか,なかぞら,あきのはつかぜ
995,なか,なかぞらのくも,みえかくれする
996,なか,ひとのこころのかわるよのなか,あきのくれ-あきがくる-あわれ-いろみえる-ういみのとき-おとろえる-そでぬれる-たび-ちぎり-つきをみる-とりどり-はかないはねをならべるとりべやま-はなさく-はなもない-はねをならべるとりべやま-ひとつ-ほととぎす-みをしらない-みをしる-わがうえ
997,なか,ひとのこころのよのなか,はなをうらむ
998,なか,ゆきのなかぞら,ふきとふく
999,なか,よのなか,みをやすく
1000,なかなか,なかなかいちはすみよい,みわのすぎむら
1001,ながい,よがながい,おもいわびる-つきをみる
1002,ながつき,ながつきのしも,ありあけ
1003,ながめる,ながめる,あわじしまやま
1004,ながれる,ながれる,ゆくえしれない
1005,ながれる,ながれるみず,よしのがわ
1006,なく,うぐいすがなく,あけがた-はなとあさぼらけ-かすむこのあした-あさぼらけ-ほととぎす
1007,なく,おじかなくこえ,ねざめればつき
1008,なく,かりなく,あきがふける-ふしみのゆめ
1009,なく,かわずなく,うぐいす-さみだれ-にわたづみ
1010,なく,だれをまつむしのなく,とうひともあらしのやまのあきのくれ
1011,なく,ちどりなく,うちしぐれる-かえる
1012,なく,ちどりなくこえ,おもいかねる
1013,なく,とりなく,かたおかのみち
1014,なく,とりのなくこえ,せきのと
1015,なく,なくきりぎりす,あかしはてる-くれつがた-みにかぎらない-みみにみちる
1016,なく,なくほととぎす,ありあけのつき-つきはありあけ-はなざかり-あまそそぎ
1017,なく,ほととぎすなく,なる
1018,なく,まつむしがなく,くさのはら-あきのくれ
1019,なく,むしなく,きりのしたみち
1020,なぐさめる,うきをただなぐさめる,ひとふでのあと
1021,なぐさめる,うちがなぐさめる,くさまくら
1022,なごり,なごり,まつむしのこえ
1023,なごり,なごりさびしい,ふゆごもり
1024,なつ,たつひのなつごろも,やまほととぎす
1025,なつ,なつかけて,きしのうのはな
1026,なつ,なつこだち,やまほととぎす
1027,なつ,なつのひ,むらさめのくも
1028,なつ,なつのよのつき,ほととぎす
1029,なでしこ,なでしこ,ひぐらしのこえ
1030,なに,なにおもう,よのなか
1031,なに,なにたのむ,あさがおのはな
1032,なに,なににたとえよう,ふくかぜ
1033,なびく,うちなびく,つゆもたまらない-ひとはおとしない
1034,なびく,たけうちなびく,とぶほたる
1035,なびく,なびくあおやぎ,かすむ-のこる
1036,なみ,いわこすなみ,たきおちる
1037,なみ,おきのしらなみ,たつたやまのあき
1038,なみ,おきのなみ,たつたのやま
1039,なみ,かかるふじなみ,たごのながきひ-かすむみかさやま
1040,なみ,すまのうらなみ,もしおやくけむり-あわじがた
1041,なみ,たきのいわなみ,おとわがわ
1042,なみ,なみのうえ,もしおのけむり-ふねのうち
1043,なみ,なみのうきふね,てならい
1044,なみ,なみのまにまに,ねざめがち
1045,なみ,ふくなみのうらかぜ,とりのなきたつ
1046,なみ,まつのふじなみ,つきいでる-ほととぎす
1047,なみだ,つゆもなみだも,おもいぐさ
1048,なみだ,なみだ,そでのまゆずみ
1049,なみだ,なみだあらそうこえ,かりなく
1050,なみだ,なみだおちる,ひともない-ふるさと-ゆめさめる
1051,なみだ,なみだがわ,みなかみのもみじちる
1052,なみだ,なみだがわがそでのうえ,おもう
1053,なみだ,むかしをおもうなみだ,あきはかなしい-くさのいお
1054,なみだ,むかってなみだおちる,なる
1055,なる,あきちかくなる,こころぼそいはなおちるころ
1056,なる,かねなる,あかつきのそら-すぎのむらだち-つきがかたむく-みねのふるでら-やまのはのつき
1057,なる,なる,きりたちのぼる-いかだをくだすかわ-ところどころ-ふるづかのまつ-ゆきのやまもと-ありあけのつき
1058,なる,われでなくなるのがうい,こけのとのゆうあらし
1059,なわ,ふねのつなでなわ,しおがまのうら
1060,におう,うめにおう,あさぼらけ-うぐいす
1061,におう,うめにおうころ,うぐいす
1062,におう,かぜににおうたちばな,たますだれ
1063,におう,におううめのか,あさぼらけ
1064,におう,におうたちばな,こすのと-あさつゆ
1065,におう,みずににおうやまぶき,あめはれたはるのくれ
1066,にしき,もみじのにしき,ふるさと
1067,にわ,つゆのおときくにわ,たまだれのきり
1068,にわ,にわのあけぼの,あきのみず
1069,ぬれる,そでぬれる,くさのはら-あかつき
1070,ね,いわがね,はしのひとすじ
1071,ね,いわがねのまつ,いそにふねにひぐれ
1072,ねぐら,ねぐらのはるのとりのね,しずか
1073,ねや,ねやのつきかげ,きりぎりす
1074,ねる,ひとりねる,うらみわびる
1075,ねる,むらどりがねる,われおどろく
1076,の,のがとおい,やすらい-いりあいのかね
1077,の,のにかりまくら,かたしきのゆめ
1078,の,ののしたもえ,こまいわう
1079,の,のべちかいうぐいす,ゆきのたけのすえずえ
1080,の,のべのあけぼの,うぐいすのこえ
1081,の,のべのあわれさ,あさぼらけ
1082,の,のべのいろいろ,からごろも
1083,の,のべのおちこち,あらわれる
1084,の,のべのかりふし,たびまくら-たびのそら
1085,のき,のきのたちばな,ほととぎす
1086,のこる,あめのこるそら,ほととぎす
1087,のこる,おぼろにのこるありあけのつき,たななしおぶねのおと
1088,のこる,きりのこる,つきほのか
1089,のこる,のこる,そでのうつりが-ほのかなそら-うぐいすのこえ
1090,のこる,のこるありあけ,あさぼらけ
1091,のこる,のこるやまかげ,かえる
1092,のどか,のどか,あまのつりぶね
1093,のどか,ひかりのどか,とける
1094,ののみや,ののみや,くろきのとりい
1095,のぼる,きりはれのぼる,あさひかげ
1096,のり,のりのことのは,こまとめる
1097,のわき,のわきのあと,むしのこえ
1098,のわき,のわきのかぜ,あけのそほぶね
1099,は,やまのはのつき,あきかぜ-あきふける
1100,はぎ,こはぎうつろう,あきのかぜ
1101,はぎ,こはぎはら,のちのたびびと
1102,はぎ,はぎのしたつゆ,うすぎりのまがき
1103,はこぶ,はこぶみつぎ,くににしたがう-もろこしまでもしたがう
1104,はし,かけはし,まつのひともと
1105,はし,くめのいわはし,ただひとこと
1106,はし,くものかけはし,かささぎ
1107,はし,そばのかけはし,しもはただ
1108,はし,はしばしら,さみだれのころ
1109,はし,みちのかけはし,てらのかど-といよる
1110,はし,みねのかけはし,さるさけぶ
1111,はし,ゆめのうきはし,いにしえ-みゆきする-なみだがわ-はるのよ-みねにわかれる
1112,はじ,おかべのはじのひとむら,ゆうひがくれ
